archivo,hilo_id,tiempo_ms
/mnt/d/Users/chava/Downloads/TestOS/Origen/01 - Transición de Análisis al Diseño .pdf,0,29.352
/mnt/d/Users/chava/Downloads/TestOS/Origen/1.-Russi-D.-et-al.-2003_Deuda-ecologica-Quien-debe-a-quien.pdf,0,75.192
/mnt/d/Users/chava/Downloads/TestOS/Origen/_BD2_P01__Prýctica_SQL_260322_021515.pdf,0,15.213
/mnt/d/Users/chava/Downloads/TestOS/Origen/_BD2_TC01b__Docker_y_RestAPI.pdf,0,16.001
